ID_Registro,ID_Condominio,Tipo_Registro,ID_Morador,Nome_Morador,Unidade,Descricao,Data_Criacao,Data_Resolucao,Tempo_Resolucao_Horas,Custo_Estimado,Tipo_Manutencao
3704,14060d70-6024-4716-8a1b-84f78703bf43,Manutencao,,,,Manutencao preventiva em área comum,,,,1657.81,Preventiva
3705,7723aa4e-80bd-47f9-9f94-85a58682bcfa,Manutencao,,,,Manutencao preventiva em área comum,,,,7353.26,Preventiva
3706,adcf053b-b285-4a2a-baf4-567e5e133405,Ocorrencia,52dc5072-40a1-48c3-8585-a2ac7ba5fb05,Luísa Pimenta,20.0,Sugestao Melhoria,2023-03-08 13:17:08,2023-03-09 03:29:16.308545,14.2,,
3707,3eef32ed-3c5b-4b2e-beef-5c36e7b4da8c,Manutencao,,,,Manutencao preventiva em área comum,,,,9709.55,Preventiva
3708,dc6aaba2-39be-4d03-9f73-fa22638d7209,Manutencao,,,,Manutencao preventiva em área comum,,,,1039.18,Preventiva
3709,2417cdac-063f-4b98-8adc-d27fc5106bda,Ocorrencia,1811882a-324d-4d1a-9664-89d856abc3c0,Stephany Rocha,73.0,Reclamação Segurança,2025-05-11 09:18:47,2025-05-11 12:41:59.929584,3.39,,
3710,2417cdac-063f-4b98-8adc-d27fc5106bda,Manutencao,,,,Manutencao preventiva em área comum,,,,3141.67,Preventiva
3711,3eef32ed-3c5b-4b2e-beef-5c36e7b4da8c,Manutencao,,,,Manutencao preventiva em área comum,,,,3031.58,Preventiva
3712,1a8ec54e-9b76-4768-9ee4-91184bb964d1,Ocorrencia,b0f1b1d2-6a21-4eff-bc0c-d4fec0043bcf,Mariana Vargas,19.0,Problema Vazamento,2023-05-24 02:12:26,2023-05-26 11:26:13.068827,57.23,,
3713,1f6e9716-2bcd-4a8f-9daf-cf5122459ffe,Manutencao,,,,Manutencao preventiva em área comum,,,,8021.55,Preventiva
3714,2f122b81-3864-4350-a531-6d526f45f20e,Ocorrencia,d6076731-da49-4666-b194-ab2d67646cff,Sr. Vicente Vieira,81.0,Sugestao Melhoria,2023-01-12 20:53:55,2023-01-14 02:27:39.495224,29.56,,
3715,837a214a-f24e-46f2-856f-9331ff876072,Ocorrencia,45a02ac1-838f-498c-a9d7-491c566a4dee,Davi Sales,31.0,Reclamacao Barulho,2023-11-29 23:00:49,2023-12-01 13:00:30.559092,37.99,,
3716,837a214a-f24e-46f2-856f-9331ff876072,Manutencao,,,,Manutencao corretiva em área comum,,,,5348.04,Corretiva
3717,cf8ad419-6ac2-40d9-b9a2-aeb20efb1836,Manutencao,,,,Manutencao preventiva em área comum,,,,2383.49,Preventiva
3718,7faa7675-30c2-41fc-b0a2-0cd36c8abffa,Manutencao,,,,Manutencao preventiva em área comum,,,,5155.12,Preventiva
3719,4619a4f7-9aa5-40c0-b8d6-ed7f8e8304be,Ocorrencia,474ee1e3-ae24-404b-a9be-81e9bccd59d4,Dr. Kaique Moraes,91.0,Pedido Reparo Area Comum,2023-08-22 07:50:33,2023-08-28 08:20:54.882063,144.51,,
3720,be7155e3-a916-4734-b72a-e2d43acc9d8b,Manutencao,,,,Manutencao preventiva em área comum,,,,4645.31,Preventiva
3721,d343d050-ee12-4179-8176-16bb5946afc3,Manutencao,,,,Manutencao preventiva em área comum,,,,2563.58,Preventiva
3722,d7450181-3b8b-4d1d-9200-84a710e44b85,Manutencao,,,,Manutencao preventiva em área comum,,,,1298.32,Preventiva
3723,09484f1e-1fc9-488c-9051-5c02294f520a,Manutencao,,,,Manutencao corretiva em área comum,,,,9092.58,Corretiva
3724,da70bd4a-50ac-486b-84b1-5e9b6e3f4c39,Manutencao,,,,Manutencao corretiva em área comum,,,,7440.76,Corretiva
3725,d7450181-3b8b-4d1d-9200-84a710e44b85,Ocorrencia,f0f12493-bafc-4322-b522-228fc69c3bcf,Isaac Araújo,42.0,Pedido Reparo Area Comum,2023-12-04 14:37:20,2023-12-05 17:00:48.812986,26.39,,
3726,502ac7fb-6345-4dbb-9d66-1a38e090ad43,Manutencao,,,,Manutencao preventiva em área comum,,,,6278.6,Preventiva
3727,2417cdac-063f-4b98-8adc-d27fc5106bda,Manutencao,,,,Manutencao preventiva em área comum,,,,8942.28,Preventiva
3728,ca70cd5c-98e5-420b-817e-0d9154f63967,Manutencao,,,,Manutencao preventiva em área comum,,,,2061.85,Preventiva
3729,1a8ec54e-9b76-4768-9ee4-91184bb964d1,Ocorrencia,62480c04-951e-41c6-b693-a7e945e0a5e9,Eduarda Monteiro,14.0,Aluguel De Churrasqueira,2023-10-21 02:37:29,2023-10-21 16:17:35.166817,13.67,,
3730,00addb44-8580-4116-a730-48ce88deb856,Manutencao,,,,Manutencao corretiva em área comum,,,,3664.04,Corretiva
3731,dc6aaba2-39be-4d03-9f73-fa22638d7209,Manutencao,,,,Manutencao preventiva em área comum,,,,7018.4,Preventiva
3732,8202ccf4-a9d7-4275-b005-8c1f59996c30,Manutencao,,,,Manutencao preventiva em área comum,,,,1089.07,Preventiva
3733,f893ee42-29da-4c9b-a6ad-9aa0d412ea19,Manutencao,,,,Manutencao preventiva em área comum,,,,7273.7,Preventiva
3734,7fd9e383-5585-4b72-a376-046c645fbc55,Manutencao,,,,Manutencao preventiva em área comum,,,,6650.21,Preventiva
3735,86fc046d-8195-4a8b-9cd2-8d850f101f63,Ocorrencia,dee1214f-10df-4551-8ae7-0181a24ef83e,Ian Nascimento,1.0,Problema Vazamento,2025-04-11 20:59:50,2025-04-16 10:15:47.526823,109.27,,
3736,7723aa4e-80bd-47f9-9f94-85a58682bcfa,Ocorrencia,2d2da864-3993-4291-86ea-a706bac67093,Mariah Peixoto,103.0,Outros,2023-03-12 20:05:13,2023-03-14 19:27:58.038872,47.38,,
3737,83428d4e-6dc2-4efc-b4d7-143589f87946,Ocorrencia,a1d77763-0a65-4ff4-9657-7954993d8a35,Rafael Cavalcante,139.0,Outros,2023-05-20 14:35:46,2023-05-20 15:46:26.217038,1.18,,
3738,837a214a-f24e-46f2-856f-9331ff876072,Ocorrencia,a3488d4a-fc5a-4207-87eb-aaf131a22bbe,Marcela Rodrigues,7.0,Aluguel De Churrasqueira,2024-12-23 20:44:13,2024-12-24 13:22:14.735257,16.63,,
3739,f893ee42-29da-4c9b-a6ad-9aa0d412ea19,Manutencao,,,,Manutencao corretiva em área comum,,,,7037.64,Corretiva
3740,878f982d-a145-47e6-a668-a11e623ba01b,Ocorrencia,2f4f8edb-20a0-4fe3-b3e2-cefd135f2665,Giovanna Pereira,63.0,Reclamacao Barulho,2023-03-03 09:25:43,2023-03-03 20:04:03.383991,10.64,,
3741,cf8ad419-6ac2-40d9-b9a2-aeb20efb1836,Manutencao,,,,Manutencao preventiva em área comum,,,,3558.0,Preventiva
3742,1a8ec54e-9b76-4768-9ee4-91184bb964d1,Manutencao,,,,Manutencao preventiva em área comum,,,,7090.53,Preventiva
3743,3eef32ed-3c5b-4b2e-beef-5c36e7b4da8c,Ocorrencia,bd602ce5-b96b-4f2d-8dd2-54ff4ce071c2,Sabrina Gomes,130.0,Aluguel De Salão De Festas,2024-04-16 00:42:36,2024-04-16 11:26:01.416798,10.72,,
3744,da70bd4a-50ac-486b-84b1-5e9b6e3f4c39,Ocorrencia,eea76f4f-e185-4b2e-b074-7ed4af0686c6,Gael Rios,59.0,Pedido Reparo Area Comum,2025-07-22 22:05:48,2025-07-24 10:07:20.257493,36.03,,
3745,837a214a-f24e-46f2-856f-9331ff876072,Ocorrencia,ed51590b-7069-44af-af95-15a8476760f5,Sra. Sarah Ribeiro,28.0,Pedido Reparo Area Comum,2024-07-23 11:27:01,2024-07-28 15:20:05.458208,123.88,,
3746,d7450181-3b8b-4d1d-9200-84a710e44b85,Ocorrencia,33f35ce1-72b2-41e4-8ddd-2c85bb5e11fe,Apollo Sampaio,20.0,Problema Vazamento,2024-03-14 12:59:36,2024-03-16 12:47:12.315763,47.79,,
3747,ff2d33bd-23b2-42c1-8f81-6638923db54d,Ocorrencia,c6706f21-9a22-49fd-9c75-5f29f9898337,Giovanna Cirino,34.0,Outros,2025-07-14 14:41:10,2025-07-17 12:58:36.449363,70.29,,
3748,226d6104-ab27-4745-a0b8-dac97ca6a4a0,Manutencao,,,,Manutencao preventiva em área comum,,,,1467.87,Preventiva
3749,1f6e9716-2bcd-4a8f-9daf-cf5122459ffe,Ocorrencia,17d42695-bc31-4d5e-834c-f55cb8150f4f,Dr. Davi Luiz Ramos,4.0,Reclamacao Barulho,2023-10-07 19:34:57,2023-10-09 07:50:04.612398,36.25,,
3750,7fd9e383-5585-4b72-a376-046c645fbc55,Ocorrencia,a09fd1b2-4a4c-43a7-b7ae-d5fd1e5d9a15,Bárbara Novais,62.0,Sugestao Melhoria,2023-01-11 18:51:51,2023-01-11 20:02:34.738923,1.18,,
3751,da70bd4a-50ac-486b-84b1-5e9b6e3f4c39,Manutencao,,,,Manutencao preventiva em área comum,,,,2620.35,Preventiva
3752,83428d4e-6dc2-4efc-b4d7-143589f87946,Manutencao,,,,Manutencao preventiva em área comum,,,,9054.69,Preventiva
3753,2f122b81-3864-4350-a531-6d526f45f20e,Ocorrencia,97b42de2-9aba-4d4b-a934-4650df063f1f,Vitória Rezende,61.0,Pedido Reparo Area Comum,2023-06-13 19:09:19,2023-06-18 21:10:58.344502,122.03,,
3754,dc6aaba2-39be-4d03-9f73-fa22638d7209,Manutencao,,,,Manutencao corretiva em área comum,,,,3255.59,Corretiva
3755,00addb44-8580-4116-a730-48ce88deb856,Manutencao,,,,Manutencao preventiva em área comum,,,,7578.95,Preventiva
3756,cf8ad419-6ac2-40d9-b9a2-aeb20efb1836,Ocorrencia,0058d83d-55fb-4d64-8e4a-c755381ed3dd,Ísis Rocha,116.0,Sugestao Melhoria,2023-07-05 02:49:15,2023-07-06 12:33:20.718050,33.73,,
3757,f0b62a3b-49ea-4fd6-882b-150134824b98,Ocorrencia,fbde9316-c6d0-4d41-a616-092a0932298b,Dom Pacheco,59.0,Reclamação Segurança,2024-11-03 18:46:40,2024-11-04 09:49:11.953522,15.04,,
3758,a6351593-4a2a-4d70-9384-39029662dcc9,Manutencao,,,,Manutencao preventiva em área comum,,,,9182.58,Preventiva
3759,502ac7fb-6345-4dbb-9d66-1a38e090ad43,Manutencao,,,,Manutencao preventiva em área comum,,,,9647.89,Preventiva
3760,226d6104-ab27-4745-a0b8-dac97ca6a4a0,Ocorrencia,4a357882-e92c-4d28-bd83-9ce1ec98ca93,Ísis Monteiro,21.0,Reclamação Segurança,2023-08-25 11:53:31,2023-08-26 07:57:39.614620,20.07,,
3761,83428d4e-6dc2-4efc-b4d7-143589f87946,Ocorrencia,8adad2e9-4cf3-4428-b917-89e2e9dacda3,Theo Mendes,139.0,Reclamacao Barulho,2025-06-13 11:41:55,2025-06-13 22:08:07.698193,10.44,,
3762,4b318b08-c374-4caf-b794-97f73f2d302d,Ocorrencia,05e2797d-a4c8-4b50-b9f6-feef148f8528,Anthony Duarte,35.0,Aluguel De Churrasqueira,2024-02-07 14:37:43,2024-02-08 03:18:49.390697,12.69,,
3763,00addb44-8580-4116-a730-48ce88deb856,Ocorrencia,d03e1fbf-c306-416c-929b-4e5c24f13097,Srta. Milena Oliveira,74.0,Outros,2023-09-01 13:09:07,2023-09-01 14:48:05.337714,1.65,,
3764,d7450181-3b8b-4d1d-9200-84a710e44b85,Manutencao,,,,Manutencao preventiva em área comum,,,,5357.81,Preventiva
3765,86fc046d-8195-4a8b-9cd2-8d850f101f63,Manutencao,,,,Manutencao preventiva em área comum,,,,3007.68,Preventiva
3766,dc6aaba2-39be-4d03-9f73-fa22638d7209,Ocorrencia,c6a9f758-2a22-4a4e-af0d-117952cc6978,Pedro Henrique Leão,125.0,Reclamação Segurança,2023-11-21 19:00:10,2023-11-21 21:19:59.914815,2.33,,
3767,bcfeec42-9b78-4bbc-a1d5-118cd92facf5,Ocorrencia,80ea91fc-9697-4505-8e3b-f55ccb1609d6,Ana Luiza Casa Grande,174.0,Aluguel De Churrasqueira,2025-05-23 03:32:09,2025-05-23 12:00:59.697896,8.48,,
3768,adcf053b-b285-4a2a-baf4-567e5e133405,Manutencao,,,,Manutencao preventiva em área comum,,,,1599.12,Preventiva
3769,4b318b08-c374-4caf-b794-97f73f2d302d,Ocorrencia,06e65436-b305-4dd8-bfb7-cba675f0e1ab,Isis Nogueira,8.0,Aluguel De Salão De Festas,2025-04-14 16:51:47,2025-04-15 03:17:21.449320,10.43,,
3770,adcf053b-b285-4a2a-baf4-567e5e133405,Ocorrencia,3eb04452-14d3-4ef5-ad2e-92562cfa333b,Davi Freitas,42.0,Sugestao Melhoria,2023-02-23 18:49:37,2023-02-25 03:29:54.765225,32.67,,
3771,25a3f974-4936-4e14-b233-c91f488a52e7,Ocorrencia,ecb27319-b4dd-4a16-9237-545eb7b6f831,Ravy Pereira,98.0,Problema Vazamento,2025-04-14 22:49:44,2025-04-19 03:32:26.486888,100.71,,
3772,d343d050-ee12-4179-8176-16bb5946afc3,Manutencao,,,,Manutencao preventiva em área comum,,,,6137.87,Preventiva
3773,c18fc7bc-7206-4696-b2ab-0eba9c4f8ad6,Ocorrencia,2c1fd208-f3ab-4754-8d27-91ffa63c3e69,Dr. Luiz Miguel Ramos,60.0,Aluguel De Salão De Festas,2024-06-21 11:06:47,2024-06-21 19:21:58.122703,8.25,,
3774,d3447539-8dbf-4bc5-8d9b-46012374ae1c,Manutencao,,,,Manutencao preventiva em área comum,,,,1268.23,Preventiva
3775,bcfeec42-9b78-4bbc-a1d5-118cd92facf5,Manutencao,,,,Manutencao preventiva em área comum,,,,2908.16,Preventiva
3776,c8f18f65-1f2d-4c85-87bd-24aafdf0c86b,Ocorrencia,17b7534b-661b-46e3-b645-34af1f33a452,Liz Costela,89.0,Sugestao Melhoria,2023-07-29 21:34:11,2023-07-30 22:12:15.836990,24.63,,
3777,e18129c5-8829-4b7b-a394-407ca6d24c88,Ocorrencia,f9a63207-32dd-40a8-8166-947b85a2376e,Apollo Sousa,18.0,Aluguel De Churrasqueira,2023-12-15 12:33:55,2023-12-15 19:52:02.753068,7.3,,
3778,5b89677d-d555-419b-8d65-72b587eac14f,Manutencao,,,,Manutencao preventiva em área comum,,,,6440.31,Preventiva
3779,bcfeec42-9b78-4bbc-a1d5-118cd92facf5,Ocorrencia,d1e30ab7-a43d-41f9-a7df-849a962120bb,Fernando Aparecida,193.0,Reclamação Segurança,2024-03-22 09:47:24,2024-03-23 09:30:20.584257,23.72,,
3780,a2087ae3-59ff-4a62-83fd-0d8cdab8b131,Ocorrencia,7e5da0fc-3569-44d3-b689-cf1b7b972927,Aylla Almeida,3.0,Aluguel De Churrasqueira,2023-01-25 21:03:41,2023-01-26 05:06:05.611249,8.04,,
3781,09484f1e-1fc9-488c-9051-5c02294f520a,Ocorrencia,949bc816-98a6-40d5-8d09-b22f8452c30f,Julia Correia,53.0,Aluguel De Salão De Festas,2024-05-15 21:49:21,2024-05-16 03:36:14.271310,5.78,,
3782,09484f1e-1fc9-488c-9051-5c02294f520a,Manutencao,,,,Manutencao preventiva em área comum,,,,9622.68,Preventiva
3783,00addb44-8580-4116-a730-48ce88deb856,Manutencao,,,,Manutencao preventiva em área comum,,,,8568.15,Preventiva
3784,83428d4e-6dc2-4efc-b4d7-143589f87946,Ocorrencia,877e9974-f8a4-487e-a84d-ffb7c320f0bf,Yan Fernandes,131.0,Problema Vazamento,2025-05-20 20:42:02,2025-05-22 22:58:04.705092,50.27,,
3785,3eef32ed-3c5b-4b2e-beef-5c36e7b4da8c,Manutencao,,,,Manutencao preventiva em área comum,,,,5309.71,Preventiva
3786,1c62a233-ac32-4dcd-9453-71aee0e73760,Ocorrencia,67191012-cf74-4c0f-9e0c-9babef8decfe,Arthur Gabriel Martins,58.0,Sugestao Melhoria,2023-03-15 14:41:16,2023-03-17 14:40:28.137758,47.99,,
3787,8202ccf4-a9d7-4275-b005-8c1f59996c30,Ocorrencia,752282ae-6f85-4c35-91db-613987434efd,Erick Moraes,22.0,Reclamação Segurança,2025-02-15 01:32:06,2025-02-15 11:33:49.485864,10.03,,
3788,253db626-4b43-46db-b943-95446cbccacf,Manutencao,,,,Manutencao corretiva em área comum,,,,9011.44,Corretiva
3789,dc6aaba2-39be-4d03-9f73-fa22638d7209,Ocorrencia,334f1188-c7b5-4da8-b7a5-64fea67b67c2,Sr. Ian Cassiano,55.0,Reclamacao Barulho,2024-10-26 21:14:45,2024-10-28 07:39:12.645466,34.41,,
3790,25a3f974-4936-4e14-b233-c91f488a52e7,Manutencao,,,,Manutencao preventiva em área comum,,,,9059.81,Preventiva
3791,7fd9e383-5585-4b72-a376-046c645fbc55,Ocorrencia,4b7ad481-51f1-4b80-8998-2b8b669b655f,Ana Moraes,82.0,Reclamação Segurança,2024-01-28 02:06:42,2024-01-28 19:08:44.053537,17.03,,
3792,2f122b81-3864-4350-a531-6d526f45f20e,Manutencao,,,,Manutencao corretiva em área comum,,,,4546.14,Corretiva
3793,c8f18f65-1f2d-4c85-87bd-24aafdf0c86b,Manutencao,,,,Manutencao preventiva em área comum,,,,1722.6,Preventiva
3794,cf8ad419-6ac2-40d9-b9a2-aeb20efb1836,Ocorrencia,6a7de45b-3b6a-464d-8c24-57281110f07c,Sr. Thomas Sampaio,64.0,Reclamacao Barulho,2025-06-30 11:37:10,2025-07-02 07:06:59.386504,43.5,,
3795,2f122b81-3864-4350-a531-6d526f45f20e,Manutencao,,,,Manutencao preventiva em área comum,,,,638.66,Preventiva
3796,f0b62a3b-49ea-4fd6-882b-150134824b98,Ocorrencia,76f9de03-70c8-4428-bdcb-fd8b9d71d54d,Luiz Miguel da Costa,124.0,Reclamação Segurança,2024-03-10 19:12:42,2024-03-11 08:55:55.246042,13.72,,
3797,837a214a-f24e-46f2-856f-9331ff876072,Ocorrencia,8eea7d03-ea85-43fc-b014-9888a09612f3,Dr. Samuel Araújo,22.0,Reclamacao Barulho,2023-05-29 06:48:25,2023-05-29 21:00:24.794168,14.2,,
3798,1a8ec54e-9b76-4768-9ee4-91184bb964d1,Manutencao,,,,Manutencao preventiva em área comum,,,,1388.22,Preventiva
3799,7faa7675-30c2-41fc-b0a2-0cd36c8abffa,Ocorrencia,381c1fad-19ae-492e-b7c6-9b0ea19ae964,Cecília Cavalcante,34.0,Aluguel De Salão De Festas,2023-11-19 15:02:24,2023-11-19 21:55:22.393041,6.88,,
3800,4b318b08-c374-4caf-b794-97f73f2d302d,Ocorrencia,4f448b4e-d811-4ae9-8077-a8e52d1ec0dd,Melissa Souza,81.0,Aluguel De Churrasqueira,2023-09-25 08:14:02,2023-09-25 12:23:33.345923,4.16,,
3801,f0b62a3b-49ea-4fd6-882b-150134824b98,Ocorrencia,759ee16a-7a31-46e3-a5a4-22d47c26c83a,Mariah Almeida,34.0,Reclamação Segurança,2023-11-09 03:13:59,2023-11-09 23:38:24.120797,20.41,,
3802,3eef32ed-3c5b-4b2e-beef-5c36e7b4da8c,Ocorrencia,03ea7650-c24b-4734-adfc-b8cfe8b66f50,Ana Lívia Novaes,132.0,Outros,2025-02-28 12:02:26,2025-03-02 16:49:49.041940,52.79,,
3803,1f6e9716-2bcd-4a8f-9daf-cf5122459ffe,Ocorrencia,9b8ad71d-b233-4f68-bfc7-9b2285a3664a,Sra. Isabella Carvalho,15.0,Aluguel De Salão De Festas,2023-08-18 09:38:22,2023-08-18 15:16:30.201354,5.64,,
3804,2f122b81-3864-4350-a531-6d526f45f20e,Ocorrencia,4c4c2068-5bed-4f3c-a1a8-f58abf612298,Nina Moura,23.0,Pedido Reparo Area Comum,2023-08-21 03:42:14,2023-08-24 22:11:00.097355,90.48,,
3805,502ac7fb-6345-4dbb-9d66-1a38e090ad43,Ocorrencia,9fc870bd-c096-4447-8ad2-2279dc56d7e7,Allana Barros,21.0,Aluguel De Churrasqueira,2024-11-07 13:27:28,2024-11-07 22:46:10.293942,9.31,,
3806,d3447539-8dbf-4bc5-8d9b-46012374ae1c,Ocorrencia,41bed184-9d66-46e1-8237-a2559c2ebaf5,Brayan Cardoso,14.0,Outros,2023-07-18 11:40:35,2023-07-21 10:05:58.926187,70.42,,
3807,f0b62a3b-49ea-4fd6-882b-150134824b98,Ocorrencia,7be34a3e-83d4-41e1-9314-031decc0fa02,Pietra Moraes,40.0,Sugestao Melhoria,2023-04-29 06:26:02,2023-04-30 05:33:32.164516,23.13,,
3808,878f982d-a145-47e6-a668-a11e623ba01b,Manutencao,,,,Manutencao preventiva em área comum,,,,7861.25,Preventiva
3809,8c304bf1-67fc-4c63-b8ca-60329d25df09,Ocorrencia,5e376c5b-90ba-4954-aa3a-e771f8f64393,Benjamin Correia,14.0,Outros,2023-11-22 09:07:23,2023-11-24 14:16:23.027890,53.15,,
3810,1a8ec54e-9b76-4768-9ee4-91184bb964d1,Manutencao,,,,Manutencao preventiva em área comum,,,,6826.94,Preventiva
3811,adcf053b-b285-4a2a-baf4-567e5e133405,Ocorrencia,9dd6baf6-fdb9-4ac9-b7cb-fe372ad93eba,Bruno Camargo,26.0,Pedido Reparo Area Comum,2025-04-28 09:52:05,2025-04-30 02:52:05.928909,41.0,,
3812,7a21daf7-fd38-471c-a514-336ebcd8d394,Ocorrencia,b3208da0-803e-414d-b578-6c000f526d87,Gustavo Henrique Lima,71.0,Aluguel De Churrasqueira,2024-04-22 09:49:23,2024-04-22 15:21:53.136307,5.54,,
3813,0567bae3-1cdc-430c-be11-50e095cb9432,Manutencao,,,,Manutencao preventiva em área comum,,,,985.26,Preventiva
3814,86fc046d-8195-4a8b-9cd2-8d850f101f63,Manutencao,,,,Manutencao preventiva em área comum,,,,8571.92,Preventiva
3815,00addb44-8580-4116-a730-48ce88deb856,Ocorrencia,a6d4398f-aa64-4e17-a6ff-81b98e46c9b0,Eloah da Costa,88.0,Problema Vazamento,2023-11-17 22:17:10,2023-11-20 19:12:27.054822,68.92,,
3816,d343d050-ee12-4179-8176-16bb5946afc3,Manutencao,,,,Manutencao preventiva em área comum,,,,2424.3,Preventiva
3817,3eef32ed-3c5b-4b2e-beef-5c36e7b4da8c,Manutencao,,,,Manutencao preventiva em área comum,,,,2638.73,Preventiva
3818,4619a4f7-9aa5-40c0-b8d6-ed7f8e8304be,Ocorrencia,4f92bbea-4dfb-4b3b-8471-5663325c37d8,Rodrigo Azevedo,42.0,Pedido Reparo Area Comum,2025-03-03 18:44:26,2025-03-09 10:19:07.010510,135.58,,
3819,5b89677d-d555-419b-8d65-72b587eac14f,Ocorrencia,b4b9260a-d006-48dc-aa1d-6a48938ffc20,Sra. Maria Alice Gomes,59.0,Problema Vazamento,2024-09-17 04:52:41,2024-09-18 03:04:16.844797,22.19,,
3820,d7450181-3b8b-4d1d-9200-84a710e44b85,Ocorrencia,cdc3ab20-50b9-4d1d-9de4-d064e86bcb38,Heitor Campos,70.0,Reclamacao Barulho,2025-03-30 08:20:37,2025-03-31 16:06:18.154389,31.76,,
3821,2f122b81-3864-4350-a531-6d526f45f20e,Manutencao,,,,Manutencao preventiva em área comum,,,,8223.86,Preventiva
3822,4619a4f7-9aa5-40c0-b8d6-ed7f8e8304be,Ocorrencia,392ccc83-2b53-4170-9d1b-a435ab11b4bd,Sarah Pimenta,40.0,Outros,2025-06-11 20:02:02,2025-06-12 09:14:16.432113,13.2,,
3823,ff2d33bd-23b2-42c1-8f81-6638923db54d,Manutencao,,,,Manutencao preventiva em área comum,,,,7181.45,Preventiva
3824,bcfeec42-9b78-4bbc-a1d5-118cd92facf5,Ocorrencia,e517d51d-65e2-45ce-ba24-4b6de352e31f,Dante Sá,119.0,Problema Vazamento,2024-03-27 10:11:05,2024-03-28 13:15:21.309720,27.07,,
3825,a6351593-4a2a-4d70-9384-39029662dcc9,Manutencao,,,,Manutencao corretiva em área comum,,,,1445.02,Corretiva
3826,86fc046d-8195-4a8b-9cd2-8d850f101f63,Ocorrencia,638904b8-4b67-4e8e-84d7-7b00b470a4f3,Maria Julia Teixeira,84.0,Pedido Reparo Area Comum,2023-05-09 01:52:40,2023-05-12 18:34:46.713379,88.7,,
3827,67e3b8d4-f6b5-49a7-a945-6ea8d865aa15,Ocorrencia,498eaecb-14b3-4d86-afa9-36834b016775,Dra. Ana Carolina Cunha,57.0,Sugestao Melhoria,2023-05-18 21:02:13,2023-05-19 02:33:08.452198,5.52,,
3828,f0b62a3b-49ea-4fd6-882b-150134824b98,Manutencao,,,,Manutencao corretiva em área comum,,,,7264.5,Corretiva
3829,cf8ad419-6ac2-40d9-b9a2-aeb20efb1836,Manutencao,,,,Manutencao corretiva em área comum,,,,8027.81,Corretiva
3830,c8f18f65-1f2d-4c85-87bd-24aafdf0c86b,Manutencao,,,,Manutencao preventiva em área comum,,,,9609.22,Preventiva
3831,4619a4f7-9aa5-40c0-b8d6-ed7f8e8304be,Ocorrencia,ad4d14e6-721d-4a0c-b03f-f121db95dead,Arthur Pastor,12.0,Outros,2023-12-05 20:17:55,2023-12-06 11:42:03.672396,15.4,,
3832,1c62a233-ac32-4dcd-9453-71aee0e73760,Ocorrencia,52b5fb11-3aa6-4466-91d5-39b3ba7a3a09,Esther Ribeiro,84.0,Reclamação Segurança,2025-07-23 00:46:59,2025-07-24 00:04:53.354146,23.3,,
3833,3eef32ed-3c5b-4b2e-beef-5c36e7b4da8c,Ocorrencia,59355155-a2ff-4b3c-8ca8-a2c6b025f48e,Amanda Vieira,15.0,Reclamacao Barulho,2024-08-07 00:17:01,2024-08-08 00:24:00.180879,24.12,,
3834,837a214a-f24e-46f2-856f-9331ff876072,Ocorrencia,a4954372-ae97-4598-bca4-b96f0e72a782,Ana Luiza da Luz,26.0,Problema Vazamento,2024-09-11 07:54:25,2024-09-13 04:11:43.041811,44.29,,
3835,adcf053b-b285-4a2a-baf4-567e5e133405,Manutencao,,,,Manutencao preventiva em área comum,,,,1441.56,Preventiva
3836,d343d050-ee12-4179-8176-16bb5946afc3,Ocorrencia,75213bc7-32f0-41e2-933c-2708a0b34ffb,Alexandre Nunes,68.0,Reclamação Segurança,2024-04-07 05:17:26,2024-04-07 22:10:34.526451,16.89,,
3837,dc6aaba2-39be-4d03-9f73-fa22638d7209,Ocorrencia,bb66a6fe-b8a0-431f-8951-39d2b9114fa6,Renan da Mata,8.0,Aluguel De Salão De Festas,2025-05-14 15:30:55,2025-05-14 23:09:23.156900,7.64,,
3838,86fc046d-8195-4a8b-9cd2-8d850f101f63,Ocorrencia,07ff2ad5-8450-4967-bb72-5722bc7567c2,Arthur Miguel Gonçalves,16.0,Outros,2025-01-28 23:35:38,2025-01-30 15:53:16.658808,40.29,,
3839,226d6104-ab27-4745-a0b8-dac97ca6a4a0,Manutencao,,,,Manutencao preventiva em área comum,,,,9144.32,Preventiva
3840,2417cdac-063f-4b98-8adc-d27fc5106bda,Manutencao,,,,Manutencao corretiva em área comum,,,,3699.03,Corretiva
3841,2417cdac-063f-4b98-8adc-d27fc5106bda,Ocorrencia,925f8330-e604-420b-97ce-0cbe89aab7e6,Benjamim Barbosa,58.0,Aluguel De Salão De Festas,2024-02-08 06:42:27,2024-02-08 13:58:15.098731,7.26,,
3842,ca70cd5c-98e5-420b-817e-0d9154f63967,Manutencao,,,,Manutencao preventiva em área comum,,,,7196.35,Preventiva
3843,7faa7675-30c2-41fc-b0a2-0cd36c8abffa,Ocorrencia,67194217-0e2e-496a-b498-baf1a1c13d50,Maria Laura Pacheco,56.0,Aluguel De Churrasqueira,2024-11-15 08:43:44,2024-11-15 17:24:39.401317,8.68,,
3844,4b318b08-c374-4caf-b794-97f73f2d302d,Manutencao,,,,Manutencao preventiva em área comum,,,,7373.54,Preventiva
3845,a2087ae3-59ff-4a62-83fd-0d8cdab8b131,Manutencao,,,,Manutencao corretiva em área comum,,,,2820.02,Corretiva
